Year,Make,Model,Price,Miles,Rating,Source
2023,Kia,Forte,19750,41222,N/A,Source.CARFAX
2023,Genesis,G80,48700,2404,N/A,Source.CARFAX
2022,Subaru,Legacy,19278,37339,N/A,Source.CARFAX
2022,Volvo,XC40,33156,12695,N/A,Source.CARFAX
2024,Ford,Mustang,30455,3089,N/A,Source.CARFAX
2020,Kia,Telluride,21704,96102,N/A,Source.CARFAX
2020,Chevrolet,Equinox,17200,53399,N/A,Source.CARFAX
2024,Volkswagen,Taos,26498,7320,N/A,Source.CARFAX
2020,Mercedes-Benz,CLA,26557,34459,N/A,Source.CARFAX
2022,Ford,F-150,42698,79816,N/A,Source.CARFAX
2021,GMC,Sierra 1500,35400,44765,N/A,Source.CARFAX
2022,Chevrolet,Silverado 1500,34984,48551,N/A,Source.CARFAX
2022,Kia,Telluride,31688,32290,N/A,Source.CARFAX
2021,Honda,Pilot,26571,66710,N/A,Source.CARFAX
2022,Chevrolet,Silverado 2500HD,35900,142507,N/A,Source.CARFAX
2021,Nissan,Murano,17994,71548,N/A,Source.CARFAX
2024,Subaru,Legacy,30998,8408,N/A,Source.CARFAX
2021,Jeep,Cherokee,17840,62694,N/A,Source.CARFAX
2022,Audi,A3,23585,43547,N/A,Source.CARFAX
2021,Ford,EcoSport,15199,28087,N/A,Source.CARFAX
2023,Kia,K5,28579,18121,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee L,32900,26121,N/A,Source.CARFAX
2020,Jeep,Gladiator,29987,69778,N/A,Source.CARFAX
2023,Volkswagen,Taos,23498,14986,N/A,Source.CARFAX
2020,Acura,MDX,25000,74943,N/A,Source.CARFAX
2022,Jeep,Wagoneer,44715,64498,N/A,Source.CARFAX
2023,Honda,HR-V,24090,10487,N/A,Source.CARFAX
2023,Kia,Sportage,28977,15150,N/A,Source.CARFAX
2022,Honda,Civic,24611,20880,N/A,Source.CARFAX
2021,Volvo,S60,27400,41691,N/A,Source.CARFAX
2021,Mazda,CX-5,21572,35475,N/A,Source.CARFAX
2021,Honda,Accord,22351,39053,N/A,Source.CARFAX
2022,Cadillac,CT4,29800,10958,N/A,Source.CARFAX
2022,Ford,Escape,25620,24435,N/A,Source.CARFAX
2024,Jeep,Grand Cherokee L,43131,3295,N/A,Source.CARFAX
2022,Buick,Encore GX,24388,7009,N/A,Source.CARFAX
2022,Nissan,Sentra,21176,10314,N/A,Source.CARFAX
2023,Kia,Seltos,24663,16800,N/A,Source.CARFAX
2022,Ford,Edge,26293,40146,N/A,Source.CARFAX
2020,Alfa Romeo,Stelvio,24295,49844,N/A,Source.CARFAX
2022,BMW,3 Series,29987,35959,N/A,Source.CARFAX
2022,Dodge,Durango,33568,22128,N/A,Source.CARFAX
2022,Toyota,RAV4,38956,10175,N/A,Source.CARFAX
2022,Volkswagen,Taos,25617,14007,N/A,Source.CARFAX
2021,Ram,1500,42000,15846,N/A,Source.CARFAX
2021,Audi,A4,27999,37132,N/A,Source.CARFAX
2023,Honda,Accord,33994,8072,N/A,Source.CARFAX
2023,Honda,Accord,33994,8072,N/A,Source.CARFAX
2022,Volkswagen,Taos,25617,14007,N/A,Source.CARFAX
2021,Ram,1500,42000,15846,N/A,Source.CARFAX
2021,Ford,Edge,18796,101230,N/A,Source.CARFAX
2024,Subaru,Crosstrek,29560,5079,N/A,Source.CARFAX
2021,Ford,F-150,33713,42191,N/A,Source.CARFAX
2024,Toyota,Corolla,23999,1432,N/A,Source.CARFAX
2020,Infiniti,QX60,25444,41508,N/A,Source.CARFAX
2020,Jeep,Wrangler,39777,46640,N/A,Source.CARFAX
2020,Buick,Encore,16700,73926,N/A,Source.CARFAX
2021,Nissan,Kicks,18986,34283,N/A,Source.CARFAX
2022,Subaru,Legacy,21822,41771,N/A,Source.CARFAX
2023,Dodge,Durango,44900,4304,N/A,Source.CARFAX
2023,Volkswagen,Taos,25000,9016,N/A,Source.CARFAX
2021,Toyota,Highlander,37435,17421,N/A,Source.CARFAX
2021,Hyundai,Palisade,34202,61123,N/A,Source.CARFAX
2022,Mazda,Mazda3,19995,24474,N/A,Source.CARFAX
2022,Toyota,RAV4,29500,28941,N/A,Source.CARFAX
2023,Nissan,Ariya,34320,26866,N/A,Source.CARFAX
2022,Jeep,Gladiator,43000,11408,N/A,Source.CARFAX
2022,Kia,Sportage,18389,42481,N/A,Source.CARFAX
2021,Dodge,Durango,28500,41549,N/A,Source.CARFAX
2021,Ford,F-150,24800,136000,N/A,Source.CARFAX
2022,Ford,Escape,25620,16024,N/A,Source.CARFAX
2023,Dodge,Challenger,46700,3929,N/A,Source.CARFAX
2022,Ford,Escape,25620,16024,N/A,Source.CARFAX
2022,Kia,Sportage,17755,25959,N/A,Source.CARFAX
2021,Ram,1500,26800,32786,N/A,Source.CARFAX
2020,Chevrolet,Equinox,15350,103988,N/A,Source.CARFAX
2023,Jeep,Gladiator,44500,6959,N/A,Source.CARFAX
2021,Lexus,UX,27313,40998,N/A,Source.CARFAX
2022,Hyundai,Elantra,18900,20003,N/A,Source.CARFAX
2020,Ford,Explorer,19800,91397,N/A,Source.CARFAX
2022,Hyundai,Elantra,18702,20823,N/A,Source.CARFAX
2023,Dodge,Challenger,46700,3929,N/A,Source.CARFAX
2024,Kia,Soul,20709,2155,N/A,Source.CARFAX
2022,Nissan,Pathfinder,35015,16824,N/A,Source.CARFAX
2022,Kia,Forte,18999,38688,N/A,Source.CARFAX
2023,Hyundai,Santa Fe,29350,9636,N/A,Source.CARFAX
2022,Dodge,Durango,34987,46474,N/A,Source.CARFAX
2022,Toyota,Corolla,20800,37573,N/A,Source.CARFAX
2020,Mercedes-Benz,C-Class,25027,47049,N/A,Source.CARFAX
2022,Toyota,Tundra,42800,47055,N/A,Source.CARFAX
2020,Kia,Sportage,13995,97947,N/A,Source.CARFAX
2023,BMW,2 Series,30595,18406,N/A,Source.CARFAX
2021,Chevrolet,Silverado 1500,29700,146705,N/A,Source.CARFAX
2020,Acura,MDX,24999,62561,N/A,Source.CARFAX
2021,Toyota,Camry,24286,54532,N/A,Source.CARFAX
2023,Mitsubishi,Outlander,35221,9431,N/A,Source.CARFAX
2023,Honda,Odyssey,45598,16389,N/A,Source.CARFAX
2023,Subaru,Outback,31955,30271,N/A,Source.CARFAX
2020,Subaru,Forester,20955,58051,N/A,Source.CARFAX
2022,Hyundai,Kona,19700,40989,N/A,Source.CARFAX
2022,Jeep,Compass,22800,21970,N/A,Source.CARFAX
2023,Mercedes-Benz,GLA,33527,25514,N/A,Source.CARFAX
2021,Hyundai,Sonata,21900,58686,N/A,Source.CARFAX
2023,Hyundai,Palisade,43700,15634,N/A,Source.CARFAX
2023,Chevrolet,Colorado,31900,29107,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,28998,19575,N/A,Source.CARFAX
2023,Volkswagen,Atlas,31898,10481,N/A,Source.CARFAX
2023,Nissan,Frontier,31381,20084,N/A,Source.CARFAX
2024,Jeep,Grand Cherokee L,43999,8208,N/A,Source.CARFAX
2020,Subaru,Outback,20396,137849,N/A,Source.CARFAX
2023,Honda,Accord,33900,9605,N/A,Source.CARFAX
2024,Hyundai,Palisade,44700,9950,N/A,Source.CARFAX
2023,Volkswagen,Atlas,31489,12517,N/A,Source.CARFAX
2021,Nissan,Titan,32980,21851,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee,25188,67568,N/A,Source.CARFAX
2021,Nissan,Rogue,20600,51917,N/A,Source.CARFAX
2024,Hyundai,Santa Cruz,34673,3239,N/A,Source.CARFAX
2021,Mazda,CX-5,25500,27085,N/A,Source.CARFAX
2022,Ford,Maverick,27637,16962,N/A,Source.CARFAX
2023,Hyundai,Elantra,23900,10392,N/A,Source.CARFAX
2023,Volkswagen,Atlas,32389,14414,N/A,Source.CARFAX
2023,Ford,Bronco Sport,33740,10488,N/A,Source.CARFAX
2021,Ford,Bronco Sport,25200,38601,N/A,Source.CARFAX
2021,Nissan,Sentra,18988,32285,N/A,Source.CARFAX
2024,Kia,Seltos,26597,5320,N/A,Source.CARFAX
2020,Ford,Ranger,24953,63891,N/A,Source.CARFAX
2023,Kia,Sorento,28481,18101,N/A,Source.CARFAX
2020,Ford,Escape,14997,98930,N/A,Source.CARFAX
2021,Dodge,Charger,41700,27558,N/A,Source.CARFAX
2021,BMW,X2,27989,24787,N/A,Source.CARFAX
2021,Volkswagen,GTI,19798,77459,N/A,Source.CARFAX
2020,Ford,F-150,23485,115598,N/A,Source.CARFAX
2020,Chevrolet,Silverado 2500HD,27900,102537,N/A,Source.CARFAX
2022,Ram,1500,27993,48336,N/A,Source.CARFAX
2022,Ford,Transit Connect,23764,92707,N/A,Source.CARFAX
2023,Chevrolet,Colorado,40988,13400,N/A,Source.CARFAX
2022,Ford,F-150,41500,76580,N/A,Source.CARFAX
2021,Hyundai,Kona,17995,47367,N/A,Source.CARFAX
2020,Dodge,Grand Caravan,17910,73771,N/A,Source.CARFAX
2020,Kia,Sorento,17795,70847,N/A,Source.CARFAX
2021,Chevrolet,Silverado 2500HD,29900,97250,N/A,Source.CARFAX
2022,Volvo,XC90,47495,40058,N/A,Source.CARFAX
2022,Ford,F-150,48676,68765,N/A,Source.CARFAX
2023,Nissan,Maxima,33250,18368,N/A,Source.CARFAX
2023,Toyota,Corolla,22286,14143,N/A,Source.CARFAX
2022,Volvo,XC60,27949,60579,N/A,Source.CARFAX
2021,Mazda,CX-30,21996,35612,N/A,Source.CARFAX
2022,Volvo,XC60,27949,60579,N/A,Source.CARFAX
2021,Mazda,CX-30,21996,35612,N/A,Source.CARFAX
2024,Kia,K5,29288,10810,N/A,Source.CARFAX
2020,Audi,A5,31900,18693,N/A,Source.CARFAX
2023,Jeep,Gladiator,42950,10662,N/A,Source.CARFAX
2021,Nissan,Altima,22999,34611,N/A,Source.CARFAX
2020,Nissan,Altima,15979,82283,N/A,Source.CARFAX
2021,Ford,F-150,21914,113033,N/A,Source.CARFAX
2023,Subaru,Outback,35000,11668,N/A,Source.CARFAX
2021,Nissan,Frontier,20995,13636,N/A,Source.CARFAX
2021,Ford,Ranger,33998,20850,N/A,Source.CARFAX
2022,Ford,F-150,45425,14601,N/A,Source.CARFAX
2021,Ram,1500,27445,28336,N/A,Source.CARFAX
2023,Toyota,4Runner,38399,16153,N/A,Source.CARFAX
2020,Nissan,Murano,19900,76934,N/A,Source.CARFAX
2021,Jeep,Compass,17799,57989,N/A,Source.CARFAX
2020,Ford,Escape,17440,60494,N/A,Source.CARFAX
2024,Subaru,Outback,34200,47185,N/A,Source.CARFAX
2023,Subaru,Crosstrek,30000,12883,N/A,Source.CARFAX
2020,Chevrolet,Blazer,15995,115967,N/A,Source.CARFAX
2020,Mitsubishi,Outlander,16000,83992,N/A,Source.CARFAX
2024,Subaru,Crosstrek,32955,4286,N/A,Source.CARFAX
2020,Ford,Escape,19160,54046,N/A,Source.CARFAX
2021,Honda,HR-V,19200,61060,N/A,Source.CARFAX
2022,Toyota,Tundra,42299,24259,N/A,Source.CARFAX
2021,Lexus,GX,40997,64274,N/A,Source.CARFAX
2021,Honda,CR-V,28879,30876,N/A,Source.CARFAX
2021,Ford,Explorer,23547,85220,N/A,Source.CARFAX
2021,Honda,HR-V,19200,61060,N/A,Source.CARFAX
2020,Ford,Escape,19160,54046,N/A,Source.CARFAX
2022,Kia,Sorento,28565,55148,N/A,Source.CARFAX
2022,Toyota,Tundra,42299,24259,N/A,Source.CARFAX
2020,Cadillac,XT4,25498,18443,N/A,Source.CARFAX
2021,Mazda,CX-9,28497,37083,N/A,Source.CARFAX
2021,Ram,1500,30500,44874,N/A,Source.CARFAX
2023,Nissan,Altima,25143,7067,N/A,Source.CARFAX
2021,Ford,Explorer,27997,35035,N/A,Source.CARFAX
2021,Alfa Romeo,Stelvio,21523,72332,N/A,Source.CARFAX
2022,Nissan,Sentra,17979,69912,N/A,Source.CARFAX
2022,Toyota,Camry,26990,30375,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,24990,9428,N/A,Source.CARFAX
2022,Hyundai,Tucson,20900,64031,N/A,Source.CARFAX
2020,Jeep,Gladiator,37513,54697,N/A,Source.CARFAX
2023,Hyundai,Palisade,38100,15618,N/A,Source.CARFAX
2023,Nissan,Frontier,37351,13232,N/A,Source.CARFAX
2021,Jeep,Wrangler,39000,26160,N/A,Source.CARFAX
2022,Nissan,Frontier,31300,10930,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,26468,13304,N/A,Source.CARFAX
2024,Kia,Carnival,44038,6039,N/A,Source.CARFAX
2021,Ram,1500,39389,23120,N/A,Source.CARFAX
2023,Honda,Accord,29990,17151,N/A,Source.CARFAX
2024,Kia,Carnival,44038,6039,N/A,Source.CARFAX
2021,Ram,1500,33200,50679,N/A,Source.CARFAX
2022,Honda,Pilot,35990,30993,N/A,Source.CARFAX
2021,Mazda,CX-9,25975,42148,N/A,Source.CARFAX
2022,Nissan,Pathfinder,30250,32795,N/A,Source.CARFAX
2020,Infiniti,Q50,24829,30323,N/A,Source.CARFAX
2020,Volkswagen,Passat,14292,78052,N/A,Source.CARFAX
2020,Volvo,XC60,24895,31732,N/A,Source.CARFAX
2020,Hyundai,Tucson,14865,60050,N/A,Source.CARFAX
2022,Mercedes-Benz,GLE,44789,41220,N/A,Source.CARFAX
2021,Volvo,XC60,26400,45974,N/A,Source.CARFAX
2023,Audi,Q5,39995,39182,N/A,Source.CARFAX
2020,Chevrolet,Equinox,17490,72389,N/A,Source.CARFAX
2022,Infiniti,QX50,28500,47505,N/A,Source.CARFAX
2022,Honda,Accord,26297,26586,N/A,Source.CARFAX
2020,Jeep,Cherokee,19232,56589,N/A,Source.CARFAX
2020,Lexus,ES,31996,44593,N/A,Source.CARFAX
2022,Kia,Sorento,25988,49159,N/A,Source.CARFAX
2023,Alfa Romeo,Stelvio,32162,42094,N/A,Source.CARFAX
2022,Chevrolet,TrailBlazer,17405,53789,N/A,Source.CARFAX
2023,Hyundai,Palisade,39273,30996,N/A,Source.CARFAX
2021,Jeep,Cherokee,24996,28664,N/A,Source.CARFAX
2020,Subaru,Crosstrek,25500,21060,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee,27680,40024,N/A,Source.CARFAX
2022,Honda,Civic,24888,17133,N/A,Source.CARFAX
2021,Chevrolet,Silverado 2500HD,28900,110734,N/A,Source.CARFAX
2021,Nissan,Altima,20974,12756,N/A,Source.CARFAX
2020,Ford,F-250,34995,50264,N/A,Source.CARFAX
2020,Subaru,Ascent,19677,103589,N/A,Source.CARFAX
2022,Ford,Bronco,42300,25380,N/A,Source.CARFAX
2021,Subaru,WRX,38077,16707,N/A,Source.CARFAX
2024,Mazda,CX-5,35491,8215,N/A,Source.CARFAX
2020,Nissan,Kicks,15477,67359,N/A,Source.CARFAX
2023,Kia,K5,27900,37692,N/A,Source.CARFAX
2021,Ford,Explorer,30500,36336,N/A,Source.CARFAX
2023,Nissan,Rogue,30999,14795,N/A,Source.CARFAX
2021,Nissan,Sentra,16471,63190,N/A,Source.CARFAX
2020,Subaru,Outback,20995,92839,N/A,Source.CARFAX
2023,Buick,Envision,38988,6509,N/A,Source.CARFAX
2021,Ford,Explorer,31051,29381,N/A,Source.CARFAX
2024,Hyundai,Santa Cruz,36175,16441,N/A,Source.CARFAX
2020,Kia,Sorento,15995,99974,N/A,Source.CARFAX
2023,Honda,CR-V,31500,6931,N/A,Source.CARFAX
2023,Subaru,Impreza,24555,8578,N/A,Source.CARFAX
2020,Volkswagen,Jetta,11998,168410,N/A,Source.CARFAX
2021,Nissan,Altima,16995,68182,N/A,Source.CARFAX
2022,Ford,F-150,39215,35405,N/A,Source.CARFAX
2023,Jeep,Gladiator,43599,8132,N/A,Source.CARFAX
2021,Honda,HR-V,20000,35924,N/A,Source.CARFAX
2023,Volkswagen,Taos,23997,6455,N/A,Source.CARFAX
2023,Volkswagen,Taos,25749,3002,N/A,Source.CARFAX
2022,Ford,Bronco Sport,27950,17301,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee L,28000,78926,N/A,Source.CARFAX
2020,Toyota,RAV4,26997,10453,N/A,Source.CARFAX
2023,Ford,Bronco,40539,4032,N/A,Source.CARFAX
2022,Toyota,4Runner,41900,32686,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,25514,11354,N/A,Source.CARFAX
2020,Ford,Edge,24948,48821,N/A,Source.CARFAX
2023,Jeep,Gladiator,43599,8132,N/A,Source.CARFAX
2023,Chevrolet,Colorado,34164,9735,N/A,Source.CARFAX
2023,Nissan,Frontier,37250,14174,N/A,Source.CARFAX
2022,Ford,F-150,39215,35405,N/A,Source.CARFAX
2020,Ford,Escape,20990,4580,N/A,Source.CARFAX
2023,Kia,Seltos,21630,19405,N/A,Source.CARFAX
2021,Honda,HR-V,20000,35924,N/A,Source.CARFAX
2020,Kia,Telluride,21948,106419,N/A,Source.CARFAX
2021,Nissan,Rogue,23300,13136,N/A,Source.CARFAX
2020,Ford,Escape,18891,53915,N/A,Source.CARFAX
2022,Kia,Telluride,38987,22171,N/A,Source.CARFAX
2020,Mercedes-Benz,C-Class,29574,23010,N/A,Source.CARFAX
2020,Ford,Expedition MAX,34449,57041,N/A,Source.CARFAX
2020,Chevrolet,Equinox,16935,41817,N/A,Source.CARFAX
2022,Nissan,Pathfinder,24035,96117,N/A,Source.CARFAX
2020,Honda,Civic,19480,26031,N/A,Source.CARFAX
2023,Mazda,CX-30,23002,26416,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,27398,11552,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,26482,13085,N/A,Source.CARFAX
2020,Kia,Forte,13997,81832,N/A,Source.CARFAX
2024,Ford,Mustang,41890,3027,N/A,Source.CARFAX
2020,Ford,Mustang,22777,53449,N/A,Source.CARFAX
2021,Mazda,CX-5,19997,67775,N/A,Source.CARFAX
2023,Toyota,Tacoma,39688,9629,N/A,Source.CARFAX
2022,Nissan,Pathfinder,24035,96117,N/A,Source.CARFAX
2020,Honda,Civic,19480,26031,N/A,Source.CARFAX
2023,Chevrolet,Silverado 1500,42900,44072,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,24371,2253,N/A,Source.CARFAX
2024,Mazda,CX-90,45293,2299,N/A,Source.CARFAX
2021,Volkswagen,Tiguan,18747,60137,N/A,Source.CARFAX
2021,Chevrolet,Silverado 1500,38756,63049,N/A,Source.CARFAX
2020,Kia,Soul,16442,22668,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,26650,11132,N/A,Source.CARFAX
2023,Volkswagen,Tiguan,30989,12584,N/A,Source.CARFAX
2021,Jeep,Grand Cherokee,26496,71117,N/A,Source.CARFAX
2021,Dodge,Challenger,40989,14556,N/A,Source.CARFAX
2023,Volkswagen,Jetta,23489,5083,N/A,Source.CARFAX
2023,Hyundai,Palisade,38300,19325,N/A,Source.CARFAX
2020,Jeep,Gladiator,28998,66835,N/A,Source.CARFAX
2021,Toyota,Avalon,25700,61698,N/A,Source.CARFAX
2023,Hyundai,Palisade,40400,23845,N/A,Source.CARFAX
2023,Kia,Telluride,36990,40232,N/A,Source.CARFAX
2022,Toyota,RAV4,33592,2677,N/A,Source.CARFAX
2022,Ford,F-150,43361,48108,N/A,Source.CARFAX
2023,Chevrolet,Camaro,28000,23122,N/A,Source.CARFAX
2022,Jeep,Compass,23495,6942,N/A,Source.CARFAX
2022,Jeep,Grand Cherokee,33785,58935,N/A,Source.CARFAX
2021,Chevrolet,Malibu,14900,9638,N/A,Source.CARFAX
2021,Honda,CR-V,25193,18972,N/A,Source.CARFAX
2022,Ford,Explorer,27998,58016,N/A,Source.CARFAX
2022,Toyota,RAV4,25948,46186,N/A,Source.CARFAX
2023,Volkswagen,Atlas,29969,29087,N/A,Source.CARFAX
2022,Hyundai,Palisade,33900,56546,N/A,Source.CARFAX
2024,Mazda,CX-5,31056,6240,N/A,Source.CARFAX
2021,Nissan,Altima,17992,112594,N/A,Source.CARFAX
2021,Nissan,Rogue,17999,118223,N/A,Source.CARFAX
2021,Jeep,Gladiator,31988,44222,N/A,Source.CARFAX
2024,Mazda,CX-30,27997,3580,N/A,Source.CARFAX
2023,Toyota,RAV4,39205,17699,N/A,Source.CARFAX
2023,Hyundai,Santa Fe,35925,21455,N/A,Source.CARFAX
2020,Toyota,Corolla,17999,51784,N/A,Source.CARFAX
2020,Jeep,Cherokee,23400,22670,N/A,Source.CARFAX
2024,Hyundai,Kona,21996,5459,N/A,Source.CARFAX
2023,Nissan,Frontier,36883,9734,N/A,Source.CARFAX
2023,Ford,F-150,44584,37477,N/A,Source.CARFAX
2024,Hyundai,Tucson,26800,5184,N/A,Source.CARFAX
2021,Acura,TLX,30884,57157,N/A,Source.CARFAX
2023,Audi,Q7,45488,46326,N/A,Source.CARFAX
2021,Jeep,Wrangler,34990,75501,N/A,Source.CARFAX
2021,Chevrolet,Silverado 1500,34085,92815,N/A,Source.CARFAX
2021,Volvo,XC60,32424,30736,N/A,Source.CARFAX
2020,Lexus,RX,33488,49756,N/A,Source.CARFAX
2022,Volvo,XC90,39495,44186,N/A,Source.CARFAX
2023,Ford,F-150,44584,37477,N/A,Source.CARFAX
2021,Ford,F-150,39800,31490,N/A,Source.CARFAX
2021,Subaru,Forester,27000,34894,N/A,Source.CARFAX
2024,Hyundai,Tucson,26800,5184,N/A,Source.CARFAX
2021,Hyundai,Santa Fe,19988,50462,N/A,Source.CARFAX
2023,Nissan,Altima,23990,36480,N/A,Source.CARFAX
2023,Nissan,Frontier,36883,9734,N/A,Source.CARFAX
2021,Volvo,XC90,34870,20052,N/A,Source.CARFAX
2024,Hyundai,Kona,21996,5459,N/A,Source.CARFAX
2021,Lincoln,Navigator,39832,135275,N/A,Source.CARFAX
2020,Jeep,Cherokee,23400,22670,N/A,Source.CARFAX
2020,Volkswagen,Tiguan,18500,83903,N/A,Source.CARFAX
2021,Subaru,Forester,23990,59218,N/A,Source.CARFAX
2024,Toyota,RAV4,31250,3459,N/A,Source.CARFAX
2022,Toyota,Camry,21499,52202,N/A,Source.CARFAX
2022,Ford,Explorer,33540,26164,N/A,Source.CARFAX
2022,Jeep,Grand Cherokee,39442,20011,N/A,Source.CARFAX
2020,GMC,Sierra 1500,46521,42555,N/A,Source.CARFAX
2022,Ford,Explorer,33540,26164,N/A,Source.CARFAX
2020,Volkswagen,Tiguan,18500,83903,N/A,Source.CARFAX
2021,Lincoln,Navigator,39832,135275,N/A,Source.CARFAX
2024,Hyundai,Tucson,26800,5184,N/A,Source.CARFAX
2021,Mazda,CX-5,24252,33542,N/A,Source.CARFAX
2021,Ford,Explorer,28361,33473,N/A,Source.CARFAX
2021,Ford,F-150,40203,35574,N/A,Source.CARFAX
2021,Nissan,Murano,21350,63012,N/A,Source.CARFAX
2023,Kia,Forte,16555,61945,N/A,Source.CARFAX
